date,vehicle_class,percent_of_normal_volume,version
2020-04-03,Passenger,58.699999999999996,1.0
2020-04-03,HDT,93.88,1.0
2020-04-03,MPV,71.5,1.0
2020-06-20,LDT,165.19,1.0
2020-06-20,Passenger,77.89,1.0
2020-06-20,MDT,124.75,1.0
2020-06-20,MPV,111.5,1.0
2020-06-20,HDT,105.25999999999999,1.0
2020-06-20,Bus,45.33,1.0
2020-06-27,Bus,56.599999999999994,1.0
2020-06-27,Passenger,79.67,1.0
2020-06-27,HDT,110.77999999999999,1.0
2020-06-27,MDT,133.89,1.0
2020-06-27,MPV,116.27000000000001,1.0
2020-06-27,LDT,169.9,1.0
2020-04-08,HDT,95.55,1.0
2020-04-08,Passenger,57.13,1.0
2020-04-08,LDT,91.58,1.0
2020-04-08,MDT,91.29,1.0
2020-04-08,Bus,12.58,1.0
2020-04-08,MPV,68.69,1.0
2020-05-16,LDT,160.38,1.0
2020-05-16,MDT,115.8,1.0
2020-05-16,HDT,95.5,1.0
2020-05-16,MPV,103.47999999999999,1.0
2020-05-16,Bus,36.57,1.0
2020-05-16,Passenger,66.33,1.0
2020-09-12,LDT,168.63,1.0
2020-09-12,HDT,125.54,1.0
2020-09-12,Bus,73.28,1.0
2020-09-12,Passenger,79.34,1.0
2020-09-12,MDT,137.12,1.0
2020-09-12,MPV,127.54,1.0
2020-05-17,MDT,115.38999999999999,1.0
2020-05-17,Passenger,54.059999999999995,1.0
2020-05-17,MPV,99.69,1.0
2020-05-17,HDT,94.56,1.0
2020-05-17,LDT,166.48000000000002,1.0
2020-05-17,Bus,42.92,1.0
2020-05-12,MPV,96.61999999999999,1.0
2020-05-12,MDT,114.91,1.0
2020-05-12,LDT,144.94,1.0
2020-05-12,HDT,104.35000000000001,1.0
2020-05-12,Bus,17.83,1.0
2020-05-12,Passenger,75.36,1.0
2020-05-07,Passenger,72.11,1.0
2020-05-07,MPV,92.78,1.0
2020-05-07,MDT,115.77,1.0
2020-05-07,HDT,105.80000000000001,1.0
2020-05-07,Bus,17.78,1.0
2020-05-07,LDT,144.82,1.0
2020-06-25,MPV,107.57000000000001,1.0
2020-06-25,LDT,159.67,1.0
2020-06-25,Bus,23.48,1.0
2020-06-25,MDT,128.72,1.0
2020-06-25,HDT,112.63000000000001,1.0
2020-06-25,Passenger,88.82,1.0
2020-09-05,LDT,162.17,1.0
2020-09-05,Bus,64.94,1.0
2020-09-05,MPV,119.67000000000002,1.0
2020-09-05,Passenger,80.089999999999989,1.0
2020-09-05,HDT,113.83000000000001,1.0
2020-09-05,MDT,127.47,1.0
2020-04-13,Bus,11.49,1.0
2020-04-13,HDT,90.57,1.0
2020-04-13,MPV,67.589999999999989,1.0
2020-04-13,LDT,92.95,1.0
2020-04-13,Passenger,55.46,1.0
2020-04-13,MDT,84.009999999999991,1.0
2020-06-28,MPV,112.53,1.0
2020-06-28,LDT,179.32999999999998,1.0
2020-06-28,HDT,106.36000000000001,1.0
2020-06-28,Bus,61.970000000000006,1.0
2020-06-28,Passenger,65.06,1.0
2020-06-28,MDT,144.44,1.0
2020-09-15,Passenger,90.89,1.0
2020-09-15,MPV,118.12,1.0
2020-09-15,Bus,78.05,1.0
2020-09-15,MDT,131.68,1.0
2020-09-15,LDT,157.59,1.0
2020-09-15,HDT,119.22999999999999,1.0
2020-04-24,Bus,14.299999999999999,1.0
2020-04-24,LDT,99.37,1.0
2020-04-24,MDT,93.19,1.0
2020-04-24,MPV,75.149999999999991,1.0
2020-04-24,HDT,96.89,1.0
2020-04-24,Passenger,59.99,1.0
2020-08-04,LDT,153.41,1.0
2020-08-04,HDT,110.16999999999999,1.0
2020-08-04,Bus,24.25,1.0
2020-08-04,MDT,124.44,1.0
2020-08-04,MPV,105.87,1.0
2020-08-04,Passenger,85.11,1.0
2020-08-03,MPV,99.17,1.0
2020-08-03,Bus,24.02,1.0
2020-08-03,HDT,104.03999999999999,1.0
2020-08-03,MDT,121.88000000000001,1.0
2020-08-03,LDT,147.81,1.0
2020-08-03,Passenger,85.399999999999991,1.0
2020-08-20,Passenger,90.24,1.0
2020-08-20,HDT,116.32000000000001,1.0
2020-08-20,MPV,112.44000000000001,1.0
2020-08-20,LDT,161.52,1.0
2020-08-20,MDT,130.19,1.0
2020-08-20,Bus,36,1.0
2020-07-07,MPV,106.63,1.0
2020-07-07,LDT,154.92,1.0
2020-07-07,Bus,21.9,1.0
2020-07-07,HDT,105.25999999999999,1.0
2020-07-07,Passenger,89.649999999999991,1.0
2020-07-07,MDT,122.97,1.0
2020-07-26,MDT,129.84,1.0
2020-07-26,MPV,117.92,1.0
2020-07-26,Passenger,65.98,1.0
2020-07-26,LDT,178.9,1.0
2020-07-26,Bus,58.699999999999996,1.0
2020-07-26,HDT,101.93,1.0
2020-05-28,LDT,155.21,1.0
2020-05-28,Passenger,81.75,1.0
2020-05-28,HDT,110.60000000000001,1.0
2020-05-28,MDT,124.50000000000001,1.0
2020-05-28,MPV,102.47999999999999,1.0
2020-05-28,Bus,21.16,1.0
2020-09-10,HDT,123.15,1.0
2020-09-10,MDT,133.19,1.0
2020-09-10,MPV,117.33,1.0
2020-09-10,Passenger,89.69,1.0
2020-09-10,LDT,160.9,1.0
2020-09-10,Bus,71.95,1.0
2020-03-17,Passenger,87.160000000000011,1.0
2020-03-17,HDT,107.04,1.0
2020-03-17,LDT,101.86,1.0
2020-03-17,MDT,105.22,1.0
2020-03-17,MPV,85.32,1.0
2020-03-17,Bus,25.05,1.0
2020-04-07,HDT,95.45,1.0
2020-04-07,MPV,67.41,1.0
2020-04-07,LDT,90.44,1.0
2020-04-07,MDT,90.93,1.0
2020-04-07,Passenger,59.86,1.0
2020-04-07,Bus,14.430000000000001,1.0
2020-06-26,MPV,106.85,1.0
2020-06-26,Bus,22.43,1.0
2020-06-26,LDT,155.20000000000002,1.0
2020-06-26,MDT,127.23,1.0
2020-06-26,Passenger,87.649999999999991,1.0
2020-06-26,HDT,111.25,1.0
2020-07-16,MDT,127.13000000000001,1.0
2020-07-16,Passenger,86.36,1.0
2020-07-16,Bus,24.349999999999998,1.0
2020-07-16,MPV,109.89999999999999,1.0
2020-07-16,LDT,159.64000000000001,1.0
2020-07-16,HDT,109.74999999999999,1.0
2020-06-14,MPV,110.26,1.0
2020-06-14,Passenger,65.52,1.0
2020-06-14,MDT,129.89,1.0
2020-06-14,LDT,173.13,1.0
2020-06-14,HDT,100.71000000000001,1.0
2020-06-14,Bus,56.97,1.0
2020-06-06,Bus,51.59,1.0
2020-06-06,HDT,100.56,1.0
2020-06-06,LDT,167.29,1.0
2020-06-06,MPV,111.43,1.0
2020-06-06,MDT,121.54,1.0
2020-06-06,Passenger,75,1.0
2020-07-05,MDT,102.45,1.0
2020-07-05,Passenger,62.019999999999996,1.0
2020-07-05,LDT,143.95,1.0
2020-07-05,HDT,82.31,1.0
2020-07-05,MPV,104.75000000000001,1.0
2020-07-05,Bus,55.24,1.0
2020-03-19,MDT,104.1,1.0
2020-03-19,MPV,79.35,1.0
2020-03-19,Bus,23.45,1.0
2020-03-19,HDT,108.79,1.0
2020-03-19,Passenger,75.429999999999993,1.0
2020-03-19,LDT,98.009999999999991,1.0
2020-05-05,Passenger,74.49,1.0
2020-05-05,HDT,102.3,1.0
2020-05-05,LDT,142.68,1.0
2020-05-05,MPV,93.84,1.0
2020-05-05,MDT,114.02000000000001,1.0
2020-05-05,Bus,15.010000000000002,1.0
2020-08-16,Passenger,68.089999999999989,1.0
2020-08-16,MPV,117.5,1.0
2020-08-16,MDT,136.9,1.0
2020-08-16,LDT,179.19,1.0
2020-08-16,Bus,71.41,1.0
2020-08-16,HDT,110.55999999999999,1.0
2020-03-29,HDT,99.9,1.0
2020-03-29,MPV,67.91,1.0
2020-03-29,Passenger,49.62,1.0
2020-03-29,Bus,40.61,1.0
2020-03-29,MDT,90.35,1.0
2020-03-29,LDT,98.59,1.0
2020-06-01,LDT,153.48999999999998,1.0
2020-06-01,HDT,110.59,1.0
2020-06-01,Bus,19.85,1.0
2020-06-01,MDT,127.86,1.0
2020-06-01,Passenger,79.61,1.0
2020-06-01,MPV,102.82,1.0
2020-05-30,HDT,104.57000000000001,1.0
2020-05-30,LDT,168.55,1.0
2020-05-30,MDT,133.6,1.0
2020-05-30,Bus,48.53,1.0
2020-05-30,Passenger,71.67,1.0
2020-05-30,MPV,109.53,1.0
2020-03-20,LDT,98.41,1.0
2020-03-20,HDT,105.28,1.0
2020-03-20,Bus,23.080000000000002,1.0
2020-03-20,Passenger,77.31,1.0
2020-03-20,MPV,80.36999999999999,1.0
2020-03-20,MDT,104.1,1.0
2020-09-09,Passenger,90.16,1.0
2020-09-09,HDT,117.56,1.0
2020-09-09,LDT,158.67,1.0
2020-09-09,MDT,132.01,1.0
2020-09-09,MPV,117.32000000000001,1.0
2020-09-09,Bus,64.59,1.0
2020-07-17,Bus,21.86,1.0
2020-07-17,Passenger,85.45,1.0
2020-07-17,MPV,108.55,1.0
2020-07-17,HDT,106.05,1.0
2020-07-17,LDT,154.6,1.0
2020-07-17,MDT,122.53,1.0
2020-03-16,MDT,104.86,1.0
2020-03-16,MPV,90.35,1.0
2020-03-16,LDT,106.66,1.0
2020-03-16,HDT,106.79,1.0
2020-03-16,Passenger,92.85,1.0
2020-03-16,Bus,34.77,1.0
2020-08-02,Bus,62.94,1.0
2020-08-02,Passenger,66.03,1.0
2020-08-02,MPV,116.36999999999999,1.0
2020-08-02,MDT,142.19,1.0
2020-08-02,LDT,176.65,1.0
2020-08-02,HDT,106.53999999999999,1.0
2020-07-14,MDT,125.17,1.0
2020-07-14,HDT,107.23,1.0
2020-07-14,Passenger,88.72,1.0
2020-07-14,MPV,109.63000000000001,1.0
2020-07-14,LDT,157.05,1.0
2020-07-14,Bus,23.36,1.0
2020-05-26,MDT,118.00999999999999,1.0
2020-05-26,Passenger,79.09,1.0
2020-05-26,MPV,97.59,1.0
2020-05-26,HDT,97.25,1.0
2020-05-26,Bus,19.96,1.0
2020-05-26,LDT,149.59,1.0
2020-04-11,LDT,89.63,1.0
2020-04-11,MDT,79.74,1.0
2020-04-11,Passenger,49.74,1.0
2020-04-11,HDT,77.74,1.0
2020-04-11,MPV,72.65,1.0
2020-04-11,Bus,27.810000000000002,1.0
2020-08-01,Bus,57.709999999999994,1.0
2020-08-01,Passenger,80,1.0
2020-08-01,MDT,137.78,1.0
2020-08-01,LDT,172.36,1.0
2020-08-01,MPV,118.88000000000001,1.0
2020-08-01,HDT,109.06,1.0
2020-05-19,MDT,117.35,1.0
2020-05-19,Bus,20.02,1.0
2020-05-19,MPV,99.24,1.0
2020-05-19,HDT,106.72,1.0
2020-05-19,LDT,149.93,1.0
2020-05-19,Passenger,77.62,1.0
2020-04-09,MPV,68,1.0
2020-04-09,Bus,13.36,1.0
2020-04-09,HDT,96.26,1.0
2020-04-09,MDT,90.68,1.0
2020-04-09,LDT,92.06,1.0
2020-04-09,Passenger,55.000000000000007,1.0
2020-06-12,Bus,23.02,1.0
2020-06-12,Passenger,83.89,1.0
2020-06-12,MPV,105.08999999999999,1.0
2020-06-12,MDT,123.64999999999999,1.0
2020-06-12,HDT,110.77999999999999,1.0
2020-06-12,LDT,154.54000000000002,1.0
2020-03-18,MDT,105,1.0
2020-03-18,MPV,80.53,1.0
2020-03-18,Bus,21.7,1.0
2020-03-18,LDT,99.76,1.0
2020-03-18,HDT,107.49,1.0
2020-03-18,Passenger,79.08,1.0
2020-08-30,HDT,133.13,1.0
2020-08-30,MDT,156.18,1.0
2020-08-30,Bus,74.48,1.0
2020-08-30,Passenger,68.93,1.0
2020-08-30,MPV,123.98,1.0
2020-08-30,LDT,182.16000000000003,1.0
2020-05-20,MDT,121.7,1.0
2020-05-20,Passenger,77.16,1.0
2020-05-20,Bus,18.54,1.0
2020-05-20,HDT,108.69,1.0
2020-05-20,MPV,98.839999999999989,1.0
2020-05-20,LDT,150.89,1.0
2020-07-23,LDT,159.84,1.0
2020-07-23,Bus,24.46,1.0
2020-07-23,HDT,112.1,1.0
2020-07-23,Passenger,87.02,1.0
2020-07-23,MDT,127.32000000000001,1.0
2020-07-23,MPV,110.16999999999999,1.0
2020-06-15,HDT,110.92,1.0
2020-06-15,Bus,21.51,1.0
2020-06-15,LDT,157.64000000000001,1.0
2020-06-15,MDT,127.91,1.0
2020-06-15,MPV,104.43,1.0
2020-06-15,Passenger,85.09,1.0
2020-06-07,LDT,173.13,1.0
2020-06-07,HDT,102.61,1.0
2020-06-07,Bus,48.120000000000005,1.0
2020-06-07,Passenger,62.050000000000004,1.0
2020-06-07,MDT,121.57,1.0
2020-06-07,MPV,106.60000000000001,1.0
2020-06-21,Bus,47.73,1.0
2020-06-21,Passenger,63.029999999999994,1.0
2020-06-21,MPV,104.75000000000001,1.0
2020-06-21,HDT,96.11,1.0
2020-06-21,LDT,166.79999999999998,1.0
2020-06-21,MDT,118.83999999999999,1.0
2020-08-10,MDT,126.25,1.0
2020-08-10,HDT,110.47,1.0
2020-08-10,Bus,27.089999999999996,1.0
2020-08-10,Passenger,86.960000000000008,1.0
2020-08-10,LDT,158.16,1.0
2020-08-10,MPV,109.53999999999999,1.0
2020-06-13,Bus,47,1.0
2020-06-13,HDT,103.95,1.0
2020-06-13,Passenger,76.67,1.0
2020-06-13,MPV,112.01,1.0
2020-06-13,MDT,125.12,1.0
2020-06-13,LDT,169.57999999999998,1.0
2020-06-08,MDT,123.85999999999999,1.0
2020-06-08,LDT,156.21,1.0
2020-06-08,MPV,104.52999999999999,1.0
2020-06-08,HDT,110.09,1.0
2020-06-08,Bus,21.89,1.0
2020-06-08,Passenger,81.77,1.0
2020-08-21,Bus,39.45,1.0
2020-08-21,MPV,111.4,1.0
2020-08-21,LDT,156.86,1.0
2020-08-21,MDT,127.3,1.0
2020-08-21,Passenger,87.29,1.0
2020-08-21,HDT,112.82000000000001,1.0
2020-04-12,MPV,67.36999999999999,1.0
2020-04-12,Bus,25.019999999999996,1.0
2020-04-12,Passenger,40.300000000000004,1.0
2020-04-12,LDT,103.1,1.0
2020-04-12,HDT,83.27,1.0
2020-04-12,MDT,64.63,1.0
2020-05-15,Bus,20.14,1.0
2020-05-15,Passenger,74.9,1.0
2020-05-15,HDT,104.27,1.0
2020-05-15,MPV,96.84,1.0
2020-05-15,LDT,143.4,1.0
2020-05-15,MDT,115.14999999999999,1.0
2020-08-15,LDT,170.37,1.0
2020-08-15,Passenger,79.22,1.0
2020-08-15,MDT,129.48999999999998,1.0
2020-08-15,Bus,58.819999999999993,1.0
2020-08-15,MPV,120.57,1.0
2020-08-15,HDT,112.13,1.0
2020-05-09,MPV,102.47999999999999,1.0
2020-05-09,LDT,154.65,1.0
2020-05-09,HDT,93.64,1.0
2020-05-09,Bus,38.519999999999996,1.0
2020-05-09,MDT,109.48,1.0
2020-05-09,Passenger,65.05,1.0
2020-08-18,LDT,159.31,1.0
2020-08-18,MDT,127.25999999999999,1.0
2020-08-18,Bus,31.1,1.0
2020-08-18,HDT,112.13,1.0
2020-08-18,MPV,110.3,1.0
2020-08-18,Passenger,90.66,1.0
2020-04-05,MDT,80.17,1.0
2020-04-05,Passenger,46.93,1.0
2020-04-05,Bus,35.410000000000004,1.0
2020-04-05,MPV,68.27,1.0
2020-04-05,LDT,95.14,1.0
2020-04-05,HDT,97.11999999999999,1.0
2020-05-14,Bus,20.150000000000002,1.0
2020-05-14,LDT,147.35,1.0
2020-05-14,Passenger,74.22999999999999,1.0
2020-05-14,HDT,107.30999999999999,1.0
2020-05-14,MPV,96.41,1.0
2020-05-14,MDT,118.5,1.0
2020-07-20,HDT,107.81,1.0
2020-07-20,Passenger,85.06,1.0
2020-07-20,MPV,108.26,1.0
2020-07-20,Bus,24.04,1.0
2020-07-20,MDT,124.86999999999999,1.0
2020-07-20,LDT,158.32,1.0
2020-03-26,MPV,71.3,1.0
2020-03-26,Passenger,63.449999999999996,1.0
2020-03-26,MDT,99.37,1.0
2020-03-26,LDT,94.04,1.0
2020-03-26,Bus,16.24,1.0
2020-03-26,HDT,101.11000000000001,1.0
2020-07-01,HDT,101.25999999999999,1.0
2020-07-01,MPV,94.710000000000008,1.0
2020-07-01,Passenger,87.55,1.0
2020-07-01,MDT,123.72000000000001,1.0
2020-07-01,Bus,20.48,1.0
2020-07-01,LDT,146.77,1.0
2020-05-31,Passenger,58.47,1.0
2020-05-31,HDT,101.05,1.0
2020-05-31,Bus,43.69,1.0
2020-05-31,MDT,139.97,1.0
2020-05-31,MPV,105.72,1.0
2020-05-31,LDT,174.54000000000002,1.0
2020-04-25,Bus,33.93,1.0
2020-04-25,MPV,82.87,1.0
2020-04-25,LDT,117.15,1.0
2020-04-25,MDT,93.03,1.0
2020-04-25,Passenger,56.67,1.0
2020-04-25,HDT,89.16,1.0
2020-04-30,MDT,109.59,1.0
2020-04-30,Bus,16.1,1.0
2020-04-30,MPV,86.1,1.0
2020-04-30,Passenger,69.34,1.0
2020-04-30,LDT,130.49,1.0
2020-04-30,HDT,102.91999999999999,1.0
2020-05-25,MPV,50.580000000000005,1.0
2020-05-25,MDT,47.010000000000005,1.0
2020-05-25,Bus,8.6900000000000013,1.0
2020-05-25,Passenger,42.84,1.0
2020-05-25,HDT,55.559999999999995,1.0
2020-05-25,LDT,69.15,1.0
2020-08-25,Bus,40.03,1.0
2020-08-25,MDT,129.64,1.0
2020-08-25,LDT,160.83,1.0
2020-08-25,MPV,113.53999999999999,1.0
2020-08-25,Passenger,92.789999999999992,1.0
2020-08-25,HDT,113.80999999999999,1.0
2020-07-27,Passenger,84.69,1.0
2020-07-27,LDT,157.07,1.0
2020-07-27,MDT,124.24,1.0
2020-07-27,HDT,106.94,1.0
2020-07-27,MPV,106.94999999999999,1.0
2020-07-27,Bus,23.5,1.0
2020-05-11,LDT,146.15,1.0
2020-05-11,Bus,18.32,1.0
2020-05-11,HDT,103.74000000000001,1.0
2020-05-11,MDT,114.43,1.0
2020-05-11,MPV,95.3,1.0
2020-05-11,Passenger,72.13000000000001,1.0
2020-07-12,MDT,125.27,1.0
2020-07-12,LDT,179.78,1.0
2020-07-12,Passenger,65.77,1.0
2020-07-12,HDT,98.06,1.0
2020-07-12,Bus,60.819999999999993,1.0
2020-07-12,MPV,110.57999999999998,1.0
2020-03-24,HDT,101.30999999999999,1.0
2020-03-24,MDT,97.26,1.0
2020-03-24,MPV,71.850000000000009,1.0
2020-03-24,Passenger,66.55,1.0
2020-03-24,Bus,17.14,1.0
2020-03-24,LDT,92.47999999999999,1.0
2020-07-08,MDT,124.64,1.0
2020-07-08,MPV,106.66,1.0
2020-07-08,Bus,22.91,1.0
2020-07-08,LDT,157.36,1.0
2020-07-08,HDT,105.66,1.0
2020-07-08,Passenger,88.02,1.0
2020-07-15,MDT,125.72000000000001,1.0
2020-07-15,LDT,159.94,1.0
2020-07-15,MPV,108.38000000000001,1.0
2020-07-15,Passenger,87.99,1.0
2020-07-15,Bus,22.23,1.0
2020-07-15,HDT,107.43,1.0
2020-04-29,LDT,125.62,1.0
2020-04-29,MDT,105.91,1.0
2020-04-29,Bus,16.35,1.0
2020-04-29,HDT,100.35000000000001,1.0
2020-04-29,MPV,83.34,1.0
2020-04-29,Passenger,67.01,1.0
2020-07-28,MDT,125.44,1.0
2020-07-28,HDT,108.21000000000001,1.0
2020-07-28,LDT,157.95,1.0
2020-07-28,MPV,110.80000000000001,1.0
2020-07-28,Bus,23.419999999999998,1.0
2020-07-28,Passenger,89.55,1.0
2020-08-14,Passenger,87.44,1.0
2020-08-14,HDT,111.36999999999999,1.0
2020-08-14,MDT,126.64999999999999,1.0
2020-08-14,Bus,31.269999999999996,1.0
2020-08-14,MPV,111.21000000000001,1.0
2020-08-14,LDT,157.24,1.0
2020-09-03,MDT,133.28,1.0
2020-09-03,Passenger,91.57,1.0
2020-09-03,LDT,164.75,1.0
2020-09-03,MPV,117.39999999999999,1.0
2020-09-03,HDT,120.11,1.0
2020-09-03,Bus,50.99,1.0
2020-05-21,MDT,121.66999999999999,1.0
2020-05-21,Passenger,78.4,1.0
2020-05-21,HDT,110.77999999999999,1.0
2020-05-21,LDT,152.10999999999999,1.0
2020-05-21,Bus,21.41,1.0
2020-05-21,MPV,100,1.0
2020-07-13,MDT,125.42,1.0
2020-07-13,LDT,157.41,1.0
2020-07-13,HDT,108.78000000000002,1.0
2020-07-13,Passenger,84.850000000000009,1.0
2020-07-13,MPV,107.24000000000001,1.0
2020-07-13,Bus,21.57,1.0
2020-08-17,HDT,114.33,1.0
2020-08-17,MDT,129.6,1.0
2020-08-17,LDT,159.83,1.0
2020-08-17,Bus,29.160000000000004,1.0
2020-08-17,Passenger,87.13,1.0
2020-08-17,MPV,110.44,1.0
2020-07-29,Bus,22.57,1.0
2020-07-29,MPV,109.58000000000001,1.0
2020-07-29,LDT,159.86,1.0
2020-07-29,Passenger,88.03,1.0
2020-07-29,HDT,108.41000000000001,1.0
2020-07-29,MDT,126.39,1.0
2020-09-13,Bus,75.64,1.0
2020-09-13,LDT,174.65,1.0
2020-09-13,Passenger,66.539999999999992,1.0
2020-09-13,MPV,125.02,1.0
2020-09-13,HDT,118.46000000000001,1.0
2020-09-13,MDT,134.75,1.0
2020-04-04,HDT,88.52,1.0
2020-04-04,LDT,88.91,1.0
2020-04-04,Bus,35.6,1.0
2020-04-04,MPV,72.34,1.0
2020-04-04,MDT,87.08,1.0
2020-04-04,Passenger,53.290000000000006,1.0
2020-08-28,HDT,110.45,1.0
2020-08-28,Passenger,86.460000000000008,1.0
2020-08-28,MPV,108.60000000000001,1.0
2020-08-28,MDT,123.64,1.0
2020-08-28,Bus,44.65,1.0
2020-08-28,LDT,151.8,1.0
2020-06-29,MDT,129.7,1.0
2020-06-29,LDT,156.41,1.0
2020-06-29,MPV,106.76,1.0
2020-06-29,Bus,21.48,1.0
2020-06-29,HDT,111.25,1.0
2020-06-29,Passenger,86.36,1.0
2020-09-02,MDT,132.64000000000001,1.0
2020-09-02,Bus,47.760000000000005,1.0
2020-09-02,HDT,116.95,1.0
2020-09-02,Passenger,89.759999999999991,1.0
2020-09-02,MPV,115.10000000000001,1.0
2020-09-02,LDT,161.67000000000002,1.0
2020-09-04,MPV,113.80999999999999,1.0
2020-09-04,MDT,128.53,1.0
2020-09-04,HDT,116.65,1.0
2020-09-04,Bus,53.6,1.0
2020-09-04,LDT,154.67,1.0
2020-09-04,Passenger,89.02,1.0
2020-03-22,MPV,76.29,1.0
2020-03-22,Bus,50.039999999999992,1.0
2020-03-22,Passenger,58.809999999999995,1.0
2020-03-22,MDT,97.19,1.0
2020-03-22,HDT,108.28999999999999,1.0
2020-03-22,LDT,97.03,1.0
